,0
2047,Brain-Caudate(basalganglia)
2048,Ovary
2049,Lung
2050,Brain-Caudate(basalganglia)
2051,Brain-Hippocampus
2052,Colon-Sigmoid
2053,Uterus
2054,Esophagus-Muscularis
2055,Skin-NotSunExposed(Suprapubic)
2056,Brain-FrontalCortex(BA9)
2057,Skin-SunExposed(Lowerleg)
2058,Esophagus-Muscularis
2059,Cells-EBV-transformedlymphocytes
2060,Stomach
2061,Esophagus-GastroesophagealJunction
2062,Artery-Tibial
2063,Brain-Nucleusaccumbens(basalganglia)
2064,Artery-Aorta
2065,Esophagus-GastroesophagealJunction
2066,Lung
2067,Colon-Sigmoid
2068,Brain-Hypothalamus
2069,Adipose-Subcutaneous
2070,Brain-Cerebellum
2071,Cells-Leukemiacellline(CML)
2072,Ovary
2073,Lung
2074,Nerve-Tibial
2075,Colon-Transverse
2076,Stomach
2077,Brain-FrontalCortex(BA9)
2078,Heart-LeftVentricle
2079,Nerve-Tibial
2080,Skin-SunExposed(Lowerleg)
2081,Esophagus-GastroesophagealJunction
2082,Artery-Aorta
2083,Thyroid
2084,Lung
2085,WholeBlood
2086,Breast-MammaryTissue
2087,Pancreas
2088,Esophagus-Muscularis
2089,MinorSalivaryGland
2090,Kidney-Cortex
2091,WholeBlood
2092,Brain-Spinalcord(cervicalc-1)
2093,Brain-Cortex
2094,Cells-EBV-transformedlymphocytes
2095,Nerve-Tibial
2096,Artery-Tibial
2097,Vagina
2098,Esophagus-Mucosa
2099,SmallIntestine-TerminalIleum
2100,AdrenalGland
2101,Heart-LeftVentricle
2102,Pancreas
2103,Adipose-Subcutaneous
2104,Lung
2105,Lung
2106,Thyroid
2107,Esophagus-Mucosa
2108,Stomach
2109,Spleen
2110,Brain-Spinalcord(cervicalc-1)
2111,MinorSalivaryGland
2112,Nerve-Tibial
2113,Heart-AtrialAppendage
2114,Esophagus-Mucosa
2115,Brain-Caudate(basalganglia)
2116,WholeBlood
2117,Lung
2118,Skin-NotSunExposed(Suprapubic)
2119,Artery-Aorta
2120,Muscle-Skeletal
2121,Pancreas
2122,Vagina
2123,Heart-LeftVentricle
2124,Cells-Transformedfibroblasts
2125,Pancreas
2126,Artery-Coronary
2127,Artery-Tibial
2128,Muscle-Skeletal
2129,Breast-MammaryTissue
2130,Artery-Tibial
2131,Muscle-Skeletal
2132,Brain-Hippocampus
2133,Esophagus-Mucosa
2134,Prostate
2135,Esophagus-Mucosa
2136,Skin-NotSunExposed(Suprapubic)
2137,Skin-SunExposed(Lowerleg)
2138,WholeBlood
2139,Pituitary
2140,Esophagus-Muscularis
2141,Brain-Caudate(basalganglia)
2142,Adipose-Visceral(Omentum)
2143,Brain-Nucleusaccumbens(basalganglia)
2144,Adipose-Visceral(Omentum)
2145,Artery-Tibial
2146,Testis
2147,Esophagus-GastroesophagealJunction
2148,Brain-Nucleusaccumbens(basalganglia)
2149,Testis
2150,Muscle-Skeletal
2151,Brain-Cerebellum
2152,Lung
2153,Artery-Tibial
2154,Esophagus-Muscularis
2155,Nerve-Tibial
2156,Skin-SunExposed(Lowerleg)
2157,Nerve-Tibial
2158,Brain-Caudate(basalganglia)
2159,Cells-Transformedfibroblasts
2160,SmallIntestine-TerminalIleum
2161,Esophagus-Mucosa
2162,Colon-Transverse
2163,Breast-MammaryTissue
2164,Brain-Anteriorcingulatecortex(BA24)
2165,Lung
2166,Esophagus-GastroesophagealJunction
2167,Adipose-Visceral(Omentum)
2168,Colon-Sigmoid
2169,Cells-EBV-transformedlymphocytes
2170,Adipose-Subcutaneous
2171,Breast-MammaryTissue
2172,Thyroid
2173,Muscle-Skeletal
2174,Thyroid
2175,Liver
2176,Brain-FrontalCortex(BA9)
2177,Uterus
2178,Esophagus-Mucosa
2179,Colon-Sigmoid
2180,Muscle-Skeletal
2181,Heart-AtrialAppendage
2182,Colon-Sigmoid
2183,Skin-SunExposed(Lowerleg)
2184,Artery-Aorta
2185,Stomach
2186,AdrenalGland
2187,Colon-Sigmoid
2188,Breast-MammaryTissue
2189,Liver
2190,Esophagus-GastroesophagealJunction
2191,Artery-Tibial
2192,Pituitary
2193,Muscle-Skeletal
2194,Cells-Transformedfibroblasts
2195,Breast-MammaryTissue
2196,Brain-Cerebellum
2197,WholeBlood
2198,WholeBlood
2199,Muscle-Skeletal
2200,Muscle-Skeletal
2201,Muscle-Skeletal
2202,WholeBlood
2203,Lung
2204,Skin-NotSunExposed(Suprapubic)
2205,Colon-Transverse
2206,Esophagus-GastroesophagealJunction
2207,Brain-Hypothalamus
2208,Artery-Aorta
2209,Lung
2210,Colon-Transverse
2211,Colon-Transverse
2212,Cells-EBV-transformedlymphocytes
2213,Brain-FrontalCortex(BA9)
2214,Colon-Transverse
2215,Stomach
2216,Muscle-Skeletal
2217,Muscle-Skeletal
2218,Skin-SunExposed(Lowerleg)
2219,WholeBlood
2220,Esophagus-Mucosa
2221,Brain-Putamen(basalganglia)
2222,Ovary
2223,Artery-Coronary
2224,Brain-Cortex
2225,Adipose-Subcutaneous
2226,WholeBlood
2227,Adipose-Visceral(Omentum)
2228,Artery-Tibial
2229,Colon-Transverse
2230,Muscle-Skeletal
2231,Heart-LeftVentricle
2232,Brain-Cerebellum
2233,Breast-MammaryTissue
2234,Thyroid
2235,Heart-LeftVentricle
2236,Thyroid
2237,Artery-Tibial
2238,Colon-Sigmoid
2239,Adipose-Subcutaneous
2240,Prostate
2241,SmallIntestine-TerminalIleum
2242,Vagina
2243,Brain-Spinalcord(cervicalc-1)
2244,Nerve-Tibial
2245,Adipose-Subcutaneous
2246,Brain-Hippocampus
2247,Adipose-Subcutaneous
2248,Brain-Nucleusaccumbens(basalganglia)
2249,Brain-FrontalCortex(BA9)
2250,Brain-Putamen(basalganglia)
2251,Adipose-Visceral(Omentum)
2252,Nerve-Tibial
2253,WholeBlood
2254,Colon-Sigmoid
2255,Brain-Hypothalamus
2256,Nerve-Tibial
2257,Brain-Hypothalamus
2258,Testis
2259,Nerve-Tibial
2260,WholeBlood
2261,Brain-Anteriorcingulatecortex(BA24)
2262,WholeBlood
2263,Muscle-Skeletal
2264,Skin-SunExposed(Lowerleg)
2265,Lung
2266,Testis
2267,Artery-Coronary
2268,Artery-Coronary
2269,Colon-Sigmoid
2270,Testis
2271,Skin-NotSunExposed(Suprapubic)
2272,Skin-SunExposed(Lowerleg)
2273,Liver
2274,Adipose-Visceral(Omentum)
2275,Lung
2276,Muscle-Skeletal
2277,Adipose-Subcutaneous
2278,Skin-SunExposed(Lowerleg)
2279,Cells-Transformedfibroblasts
2280,Thyroid
2281,WholeBlood
2282,Testis
2283,Esophagus-Mucosa
2284,Spleen
2285,Testis
2286,Heart-AtrialAppendage
2287,Adipose-Subcutaneous
2288,Vagina
2289,Nerve-Tibial
2290,Brain-Hippocampus
2291,Esophagus-Muscularis
2292,Thyroid
2293,Brain-Caudate(basalganglia)
2294,Cells-Transformedfibroblasts
2295,Thyroid
2296,Esophagus-Mucosa
2297,Lung
2298,Pancreas
2299,Prostate
2300,Vagina
2301,WholeBlood
2302,Skin-NotSunExposed(Suprapubic)
2303,Artery-Tibial
2304,Liver
2305,Kidney-Cortex
2306,Skin-SunExposed(Lowerleg)
2307,MinorSalivaryGland
2308,Thyroid
2309,Brain-Nucleusaccumbens(basalganglia)
2310,Stomach
2311,Breast-MammaryTissue
2312,Heart-AtrialAppendage
2313,Colon-Sigmoid
2314,Skin-SunExposed(Lowerleg)
2315,Ovary
2316,WholeBlood
2317,Colon-Sigmoid
2318,Liver
2319,Brain-CerebellarHemisphere
2320,Brain-Cortex
2321,Muscle-Skeletal
2322,Adipose-Visceral(Omentum)
2323,Muscle-Skeletal
2324,Nerve-Tibial
2325,WholeBlood
2326,Breast-MammaryTissue
2327,SmallIntestine-TerminalIleum
2328,Muscle-Skeletal
2329,Pancreas
2330,Cells-Leukemiacellline(CML)
2331,Esophagus-Mucosa
2332,Brain-Anteriorcingulatecortex(BA24)
2333,MinorSalivaryGland
2334,Heart-AtrialAppendage
2335,WholeBlood
2336,AdrenalGland
2337,Skin-NotSunExposed(Suprapubic)
2338,Heart-LeftVentricle
2339,Brain-Anteriorcingulatecortex(BA24)
2340,Prostate
2341,Skin-SunExposed(Lowerleg)
2342,Stomach
2343,Brain-Amygdala
2344,Esophagus-Mucosa
2345,Adipose-Visceral(Omentum)
2346,AdrenalGland
2347,Artery-Tibial
2348,Esophagus-GastroesophagealJunction
2349,WholeBlood
2350,Adipose-Subcutaneous
2351,Adipose-Subcutaneous
2352,Brain-Hypothalamus
2353,Brain-Cerebellum
2354,Skin-NotSunExposed(Suprapubic)
2355,Lung
2356,Esophagus-Mucosa
2357,Muscle-Skeletal
2358,Colon-Sigmoid
2359,WholeBlood
2360,Nerve-Tibial
2361,Heart-AtrialAppendage
2362,SmallIntestine-TerminalIleum
2363,Esophagus-GastroesophagealJunction
2364,Heart-AtrialAppendage
2365,Testis
2366,Breast-MammaryTissue
2367,Adipose-Subcutaneous
2368,Esophagus-Mucosa
2369,Spleen
2370,Artery-Tibial
2371,Cells-Transformedfibroblasts
2372,Brain-Hypothalamus
2373,Cells-EBV-transformedlymphocytes
2374,Brain-Cerebellum
2375,Lung
2376,Artery-Tibial
2377,Thyroid
2378,Lung
2379,Brain-Substantianigra
2380,Testis
2381,Thyroid
2382,Artery-Aorta
2383,Heart-LeftVentricle
2384,Esophagus-Muscularis
2385,Skin-NotSunExposed(Suprapubic)
2386,MinorSalivaryGland
2387,Breast-MammaryTissue
2388,Adipose-Visceral(Omentum)
2389,Spleen
2390,Stomach
2391,Esophagus-Mucosa
2392,Artery-Aorta
2393,Pancreas
2394,Colon-Transverse
2395,Lung
2396,Artery-Aorta
2397,Brain-Hippocampus
2398,Heart-AtrialAppendage
2399,Artery-Aorta
2400,Muscle-Skeletal
2401,Brain-Nucleusaccumbens(basalganglia)
2402,Esophagus-GastroesophagealJunction
2403,Pituitary
2404,Artery-Tibial
2405,Lung
2406,Brain-Amygdala
2407,Artery-Tibial
2408,Uterus
2409,Muscle-Skeletal
2410,Lung
2411,Nerve-Tibial
2412,Brain-Nucleusaccumbens(basalganglia)
2413,Skin-NotSunExposed(Suprapubic)
2414,Skin-SunExposed(Lowerleg)
2415,Muscle-Skeletal
2416,Nerve-Tibial
2417,Adipose-Visceral(Omentum)
2418,Adipose-Visceral(Omentum)
2419,Lung
2420,Brain-FrontalCortex(BA9)
2421,Pituitary
2422,Breast-MammaryTissue
2423,Thyroid
2424,Cells-Transformedfibroblasts
2425,Brain-CerebellarHemisphere
2426,Lung
2427,Cells-EBV-transformedlymphocytes
2428,Muscle-Skeletal
2429,MinorSalivaryGland
2430,Artery-Tibial
2431,Skin-NotSunExposed(Suprapubic)
2432,Testis
2433,Breast-MammaryTissue
2434,Liver
2435,Brain-Cortex
2436,Spleen
2437,Artery-Tibial
2438,Nerve-Tibial
2439,Artery-Tibial
2440,Artery-Aorta
2441,Adipose-Subcutaneous
2442,Uterus
2443,Brain-Nucleusaccumbens(basalganglia)
2444,AdrenalGland
2445,Liver
2446,Spleen
2447,Skin-SunExposed(Lowerleg)
2448,Colon-Sigmoid
2449,Esophagus-GastroesophagealJunction
2450,Uterus
2451,Muscle-Skeletal
2452,Adipose-Subcutaneous
2453,Brain-Cortex
2454,Nerve-Tibial
2455,Ovary
2456,Artery-Coronary
2457,Muscle-Skeletal
2458,Testis
2459,Esophagus-GastroesophagealJunction
2460,Muscle-Skeletal
2461,Brain-Cortex
2462,Heart-AtrialAppendage
2463,Cells-Transformedfibroblasts
2464,Pituitary
2465,Skin-NotSunExposed(Suprapubic)
2466,Adipose-Subcutaneous
2467,Adipose-Subcutaneous
2468,Esophagus-Muscularis
2469,Esophagus-Mucosa
2470,Heart-AtrialAppendage
2471,Thyroid
2472,Cells-Transformedfibroblasts
2473,Colon-Sigmoid
2474,Esophagus-Muscularis
2475,Cells-Transformedfibroblasts
2476,Brain-Cerebellum
2477,Artery-Aorta
2478,Esophagus-Mucosa
2479,Esophagus-Muscularis
2480,Adipose-Subcutaneous
2481,Cells-EBV-transformedlymphocytes
2482,Uterus
2483,WholeBlood
2484,Nerve-Tibial
2485,Esophagus-GastroesophagealJunction
2486,Colon-Sigmoid
2487,Brain-Amygdala
2488,Spleen
2489,Pancreas
2490,Brain-Putamen(basalganglia)
2491,Colon-Sigmoid
2492,Artery-Aorta
2493,Breast-MammaryTissue
2494,Colon-Transverse
2495,Pancreas
2496,Prostate
2497,SmallIntestine-TerminalIleum
2498,WholeBlood
2499,Heart-AtrialAppendage
2500,Liver
2501,Breast-MammaryTissue
2502,Esophagus-Mucosa
2503,Breast-MammaryTissue
2504,Artery-Tibial
2505,Colon-Transverse
2506,Adipose-Subcutaneous
2507,Esophagus-GastroesophagealJunction
2508,AdrenalGland
2509,Esophagus-Muscularis
2510,WholeBlood
2511,Brain-Substantianigra
2512,Skin-SunExposed(Lowerleg)
2513,Uterus
2514,Artery-Aorta
2515,Brain-CerebellarHemisphere
2516,WholeBlood
2517,Brain-Cerebellum
2518,Heart-LeftVentricle
2519,Brain-Hypothalamus
2520,Brain-FrontalCortex(BA9)
2521,Skin-NotSunExposed(Suprapubic)
2522,Brain-Putamen(basalganglia)
2523,Brain-CerebellarHemisphere
2524,Pancreas
2525,WholeBlood
2526,Skin-NotSunExposed(Suprapubic)
2527,Cells-EBV-transformedlymphocytes
2528,Breast-MammaryTissue
2529,Brain-Hippocampus
2530,WholeBlood
2531,Skin-NotSunExposed(Suprapubic)
2532,Colon-Transverse
2533,Brain-Substantianigra
2534,Vagina
2535,Nerve-Tibial
2536,Skin-SunExposed(Lowerleg)
2537,Vagina
2538,Brain-Caudate(basalganglia)
2539,Skin-SunExposed(Lowerleg)
2540,WholeBlood
2541,Pancreas
2542,Muscle-Skeletal
2543,Cells-Transformedfibroblasts
2544,Cells-EBV-transformedlymphocytes
2545,Heart-AtrialAppendage
2546,Stomach
2547,Artery-Aorta
2548,Adipose-Visceral(Omentum)
2549,Muscle-Skeletal
2550,Muscle-Skeletal
2551,Colon-Transverse
2552,WholeBlood
2553,Brain-Putamen(basalganglia)
2554,Testis
2555,Nerve-Tibial
2556,Brain-FrontalCortex(BA9)
2557,Colon-Transverse
2558,Muscle-Skeletal
2559,Adipose-Subcutaneous
2560,Adipose-Visceral(Omentum)
2561,Uterus
2562,Breast-MammaryTissue
2563,Brain-Caudate(basalganglia)
2564,Lung
2565,Brain-Cortex
2566,Prostate
2567,Adipose-Subcutaneous
2568,Brain-FrontalCortex(BA9)
2569,Adipose-Subcutaneous
2570,Brain-Hippocampus
2571,Muscle-Skeletal
2572,Heart-AtrialAppendage
2573,Heart-AtrialAppendage
2574,Breast-MammaryTissue
2575,Uterus
2576,Artery-Coronary
2577,Pituitary
2578,Uterus
2579,WholeBlood
2580,Liver
2581,WholeBlood
2582,Esophagus-Mucosa
2583,Esophagus-Mucosa
2584,Pancreas
2585,MinorSalivaryGland
2586,Artery-Tibial
2587,AdrenalGland
2588,Skin-SunExposed(Lowerleg)
2589,Thyroid
2590,WholeBlood
2591,Esophagus-Muscularis
2592,Brain-Putamen(basalganglia)
2593,Heart-LeftVentricle
2594,Muscle-Skeletal
2595,Colon-Sigmoid
2596,WholeBlood
2597,MinorSalivaryGland
2598,WholeBlood
2599,Skin-SunExposed(Lowerleg)
2600,Brain-Cortex
2601,Cells-Transformedfibroblasts
2602,Lung
2603,Colon-Sigmoid
2604,Brain-FrontalCortex(BA9)
2605,Breast-MammaryTissue
2606,Brain-Hypothalamus
2607,Brain-Anteriorcingulatecortex(BA24)
2608,Muscle-Skeletal
2609,Skin-NotSunExposed(Suprapubic)
2610,Artery-Aorta
2611,Heart-AtrialAppendage
2612,Brain-Anteriorcingulatecortex(BA24)
2613,Brain-Substantianigra
2614,Brain-Caudate(basalganglia)
2615,Heart-AtrialAppendage
2616,Nerve-Tibial
2617,Pancreas
2618,Lung
2619,Heart-LeftVentricle
2620,Skin-SunExposed(Lowerleg)
2621,Artery-Aorta
2622,WholeBlood
2623,Cervix-Endocervix
2624,Skin-NotSunExposed(Suprapubic)
2625,Lung
2626,Lung
2627,Testis
2628,Spleen
2629,Nerve-Tibial
2630,Adipose-Subcutaneous
2631,Muscle-Skeletal
2632,Thyroid
2633,Heart-AtrialAppendage
2634,Brain-CerebellarHemisphere
2635,Heart-LeftVentricle
2636,Heart-LeftVentricle
2637,Lung
2638,Brain-Cerebellum
2639,Brain-Substantianigra
2640,AdrenalGland
2641,Esophagus-Mucosa
2642,Artery-Tibial
2643,WholeBlood
2644,Esophagus-Muscularis
2645,Brain-Hypothalamus
2646,Cells-Transformedfibroblasts
2647,WholeBlood
2648,Brain-Cortex
2649,Brain-Putamen(basalganglia)
2650,Prostate
2651,Skin-NotSunExposed(Suprapubic)
2652,Skin-NotSunExposed(Suprapubic)
2653,Artery-Tibial
2654,Colon-Sigmoid
2655,Nerve-Tibial
2656,Liver
2657,Artery-Tibial
2658,Adipose-Subcutaneous
2659,Skin-NotSunExposed(Suprapubic)
2660,Skin-NotSunExposed(Suprapubic)
2661,Brain-Putamen(basalganglia)
2662,Thyroid
2663,Adipose-Subcutaneous
2664,Esophagus-Mucosa
2665,Skin-SunExposed(Lowerleg)
2666,WholeBlood
2667,Muscle-Skeletal
2668,WholeBlood
2669,Artery-Aorta
2670,Brain-Cortex
2671,Pancreas
2672,Adipose-Subcutaneous
2673,Adipose-Subcutaneous
2674,Esophagus-Muscularis
2675,Brain-FrontalCortex(BA9)
2676,Stomach
2677,Nerve-Tibial
2678,Cells-Transformedfibroblasts
2679,Colon-Sigmoid
2680,Testis
2681,Pancreas
2682,Nerve-Tibial
2683,Cells-Transformedfibroblasts
2684,Lung
2685,Testis
2686,MinorSalivaryGland
2687,Muscle-Skeletal
2688,Artery-Tibial
2689,Thyroid
2690,Uterus
2691,Pancreas
2692,Skin-SunExposed(Lowerleg)
2693,Esophagus-Muscularis
2694,MinorSalivaryGland
2695,Brain-Amygdala
2696,Colon-Transverse
2697,Adipose-Visceral(Omentum)
2698,Brain-CerebellarHemisphere
2699,Brain-Cortex
2700,Ovary
2701,Breast-MammaryTissue
2702,SmallIntestine-TerminalIleum
2703,Artery-Coronary
2704,Artery-Tibial
2705,Skin-SunExposed(Lowerleg)
2706,Esophagus-Mucosa
2707,Breast-MammaryTissue
2708,Muscle-Skeletal
2709,Heart-AtrialAppendage
2710,Nerve-Tibial
2711,Adipose-Subcutaneous
2712,Adipose-Subcutaneous
2713,Esophagus-Mucosa
2714,Adipose-Subcutaneous
2715,Lung
2716,Artery-Tibial
2717,Adipose-Subcutaneous
2718,Breast-MammaryTissue
2719,Muscle-Skeletal
2720,Esophagus-Mucosa
2721,Artery-Aorta
2722,Brain-CerebellarHemisphere
2723,Testis
2724,Skin-NotSunExposed(Suprapubic)
2725,Esophagus-GastroesophagealJunction
2726,Thyroid
2727,Vagina
2728,Breast-MammaryTissue
2729,Artery-Tibial
2730,Muscle-Skeletal
2731,Adipose-Visceral(Omentum)
2732,Stomach
2733,Esophagus-Mucosa
2734,Spleen
2735,Esophagus-GastroesophagealJunction
2736,Bladder
2737,Lung
2738,Spleen
2739,Thyroid
2740,Skin-NotSunExposed(Suprapubic)
2741,Brain-Cortex
2742,Adipose-Visceral(Omentum)
2743,Brain-Caudate(basalganglia)
2744,Artery-Aorta
2745,Colon-Transverse
2746,Colon-Transverse
2747,Artery-Tibial
2748,Cervix-Ectocervix
2749,Esophagus-Muscularis
2750,Lung
2751,Cells-Transformedfibroblasts
2752,Artery-Tibial
2753,Heart-AtrialAppendage
2754,WholeBlood
2755,Testis
2756,Brain-Substantianigra
2757,Esophagus-Mucosa
2758,Brain-FrontalCortex(BA9)
2759,Vagina
2760,Adipose-Visceral(Omentum)
2761,Colon-Sigmoid
2762,Skin-NotSunExposed(Suprapubic)
2763,Thyroid
2764,Skin-SunExposed(Lowerleg)
2765,Adipose-Subcutaneous
2766,Thyroid
2767,Breast-MammaryTissue
2768,Prostate
2769,Lung
2770,Pituitary
2771,Ovary
2772,Esophagus-Muscularis
2773,Esophagus-Mucosa
2774,Vagina
2775,Esophagus-Muscularis
2776,Testis
2777,Colon-Transverse
2778,Brain-CerebellarHemisphere
2779,Adipose-Subcutaneous
2780,Testis
2781,Cells-EBV-transformedlymphocytes
2782,Stomach
2783,WholeBlood
2784,WholeBlood
2785,Adipose-Visceral(Omentum)
2786,Skin-NotSunExposed(Suprapubic)
2787,Heart-LeftVentricle
2788,Testis
2789,Esophagus-Muscularis
2790,Pancreas
2791,Esophagus-GastroesophagealJunction
2792,Esophagus-Mucosa
2793,WholeBlood
2794,Stomach
2795,Colon-Sigmoid
2796,Brain-Putamen(basalganglia)
2797,Testis
2798,AdrenalGland
2799,Brain-Cerebellum
2800,Brain-FrontalCortex(BA9)
2801,Skin-NotSunExposed(Suprapubic)
2802,SmallIntestine-TerminalIleum
2803,SmallIntestine-TerminalIleum
2804,Heart-AtrialAppendage
2805,Adipose-Subcutaneous
2806,Breast-MammaryTissue
2807,SmallIntestine-TerminalIleum
2808,Adipose-Visceral(Omentum)
2809,Artery-Aorta
2810,Pancreas
2811,Pancreas
2812,Colon-Sigmoid
2813,Testis
2814,Nerve-Tibial
2815,Skin-SunExposed(Lowerleg)
2816,Lung
2817,Thyroid
2818,Cells-EBV-transformedlymphocytes
2819,Brain-Hippocampus
2820,Artery-Coronary
2821,Stomach
2822,Adipose-Visceral(Omentum)
2823,Lung
2824,AdrenalGland
2825,Brain-Substantianigra
2826,Adipose-Visceral(Omentum)
2827,Colon-Transverse
2828,Esophagus-Mucosa
2829,Cells-EBV-transformedlymphocytes
2830,Artery-Tibial
2831,AdrenalGland
2832,Skin-SunExposed(Lowerleg)
2833,Thyroid
2834,SmallIntestine-TerminalIleum
2835,Spleen
2836,Pancreas
2837,Skin-SunExposed(Lowerleg)
2838,Thyroid
2839,Skin-NotSunExposed(Suprapubic)
2840,Esophagus-GastroesophagealJunction
2841,Nerve-Tibial
2842,Artery-Coronary
2843,FallopianTube
2844,Skin-SunExposed(Lowerleg)
2845,Esophagus-GastroesophagealJunction
2846,Heart-LeftVentricle
2847,Cells-Leukemiacellline(CML)
2848,Artery-Aorta
2849,Artery-Coronary
2850,Brain-Nucleusaccumbens(basalganglia)
2851,Brain-Anteriorcingulatecortex(BA24)
2852,WholeBlood
2853,Brain-Caudate(basalganglia)
2854,WholeBlood
2855,Esophagus-Mucosa
2856,Muscle-Skeletal
2857,Adipose-Subcutaneous
2858,Cells-Leukemiacellline(CML)
2859,Nerve-Tibial
2860,Lung
2861,Prostate
2862,Brain-Hippocampus
2863,Nerve-Tibial
2864,MinorSalivaryGland
2865,Stomach
2866,Adipose-Visceral(Omentum)
2867,AdrenalGland
2868,Skin-NotSunExposed(Suprapubic)
2869,WholeBlood
2870,Breast-MammaryTissue
2871,Brain-CerebellarHemisphere
2872,Brain-Caudate(basalganglia)
2873,Skin-NotSunExposed(Suprapubic)
2874,Lung
2875,Heart-LeftVentricle
2876,Testis
2877,Esophagus-GastroesophagealJunction
2878,Skin-NotSunExposed(Suprapubic)
2879,Uterus
2880,Brain-Spinalcord(cervicalc-1)
2881,WholeBlood
2882,Colon-Transverse
2883,Esophagus-Mucosa
2884,Brain-FrontalCortex(BA9)
2885,Colon-Transverse
2886,Pancreas
2887,Brain-Hippocampus
2888,Thyroid
2889,Adipose-Subcutaneous
2890,SmallIntestine-TerminalIleum
2891,Muscle-Skeletal
2892,Lung
2893,Breast-MammaryTissue
2894,Esophagus-Mucosa
2895,Vagina
2896,Artery-Aorta
2897,Prostate
2898,Stomach
2899,Cervix-Endocervix
2900,Pancreas
2901,Colon-Transverse
2902,Skin-NotSunExposed(Suprapubic)
2903,Artery-Aorta
2904,Muscle-Skeletal
2905,WholeBlood
2906,Brain-Putamen(basalganglia)
2907,AdrenalGland
2908,Brain-Putamen(basalganglia)
2909,Artery-Aorta
2910,Skin-SunExposed(Lowerleg)
2911,Nerve-Tibial
2912,SmallIntestine-TerminalIleum
2913,Adipose-Subcutaneous
2914,Artery-Tibial
2915,Nerve-Tibial
2916,Heart-LeftVentricle
2917,Cells-EBV-transformedlymphocytes
2918,Skin-SunExposed(Lowerleg)
2919,Heart-LeftVentricle
2920,Nerve-Tibial
2921,Brain-Nucleusaccumbens(basalganglia)
2922,Cells-Transformedfibroblasts
2923,Spleen
2924,Stomach
2925,Pancreas
2926,Cells-Transformedfibroblasts
2927,AdrenalGland
2928,Artery-Coronary
2929,Brain-FrontalCortex(BA9)
2930,FallopianTube
2931,Esophagus-GastroesophagealJunction
2932,Breast-MammaryTissue
2933,Skin-NotSunExposed(Suprapubic)
2934,Brain-Nucleusaccumbens(basalganglia)
2935,Adipose-Subcutaneous
2936,Adipose-Visceral(Omentum)
2937,Pancreas
2938,Artery-Aorta
2939,Liver
2940,AdrenalGland
2941,Brain-Cerebellum
2942,Skin-SunExposed(Lowerleg)
2943,Skin-SunExposed(Lowerleg)
2944,Muscle-Skeletal
2945,Ovary
2946,Nerve-Tibial
2947,Stomach
2948,Esophagus-GastroesophagealJunction
2949,Heart-LeftVentricle
2950,AdrenalGland
2951,Brain-Substantianigra
2952,Muscle-Skeletal
2953,Skin-SunExposed(Lowerleg)
2954,Lung
2955,Artery-Aorta
2956,Skin-SunExposed(Lowerleg)
2957,Brain-Cerebellum
2958,WholeBlood
2959,SmallIntestine-TerminalIleum
2960,Nerve-Tibial
2961,Esophagus-Mucosa
2962,WholeBlood
2963,Colon-Transverse
2964,Testis
2965,Thyroid
2966,Heart-AtrialAppendage
2967,Esophagus-Mucosa
2968,Brain-Caudate(basalganglia)
2969,Skin-NotSunExposed(Suprapubic)
2970,Thyroid
2971,Esophagus-GastroesophagealJunction
2972,Adipose-Subcutaneous
2973,Lung
2974,Skin-SunExposed(Lowerleg)
2975,Brain-Caudate(basalganglia)
2976,Brain-FrontalCortex(BA9)
2977,Skin-NotSunExposed(Suprapubic)
2978,AdrenalGland
2979,Vagina
2980,Pituitary
2981,Lung
2982,Skin-SunExposed(Lowerleg)
2983,Thyroid
2984,Brain-Cortex
2985,Brain-Substantianigra
2986,Skin-SunExposed(Lowerleg)
2987,Thyroid
2988,Skin-SunExposed(Lowerleg)
2989,Stomach
2990,Spleen
2991,Brain-FrontalCortex(BA9)
2992,WholeBlood
2993,Esophagus-Mucosa
2994,Adipose-Visceral(Omentum)
2995,Esophagus-Mucosa
2996,Thyroid
2997,Esophagus-Muscularis
2998,Esophagus-Muscularis
2999,Artery-Aorta
3000,Brain-Nucleusaccumbens(basalganglia)
3001,Spleen
3002,Testis
3003,Artery-Aorta
3004,Cells-EBV-transformedlymphocytes
3005,Pituitary
3006,Lung
3007,Muscle-Skeletal
3008,Artery-Tibial
3009,Liver
3010,Breast-MammaryTissue
3011,Muscle-Skeletal
3012,Thyroid
3013,Nerve-Tibial
3014,AdrenalGland
3015,Esophagus-GastroesophagealJunction
3016,Testis
3017,Brain-Putamen(basalganglia)
3018,Pancreas
3019,Brain-Cortex
3020,Brain-CerebellarHemisphere
3021,Stomach
3022,Uterus
3023,Colon-Transverse
3024,SmallIntestine-TerminalIleum
3025,Brain-Substantianigra
3026,Adipose-Visceral(Omentum)
3027,Heart-LeftVentricle
3028,Adipose-Subcutaneous
3029,Pituitary
3030,Ovary
3031,Pancreas
3032,Brain-Amygdala
3033,Pituitary
3034,Colon-Transverse
3035,Esophagus-Mucosa
3036,Cells-Transformedfibroblasts
3037,Muscle-Skeletal
3038,Artery-Tibial
3039,Esophagus-Muscularis
3040,Skin-NotSunExposed(Suprapubic)
3041,Testis
3042,Stomach
3043,SmallIntestine-TerminalIleum
3044,Adipose-Subcutaneous
3045,Colon-Sigmoid
3046,Vagina
3047,Heart-AtrialAppendage
